session_id,task_id,operator_id,machine_id,start_timestamp,end_timestamp,task_type,task_phase,workload,target_output,priority,machine_condition,attachment_type,engine_hours,engine_load_pct,load_cycles,soil_material,soil_moisture_pct,soil_hardness_index,site_slope_deg,surface_type,congestion_level,travel_distance_km,rain_mm,temperature_c,heat_index_c,visibility_m,dust_level,day_night,shift_elapsed_min,operator_cumulative_hours,recent_idle_ratio,recent_load_ratio,recent_incident_count,actual_task_duration_min,actual_fuel_used_l,actual_idle_time_min,actual_cycle_count,data_source,synthetic_flag,data_quality_confidence
S001472,T00685,OP1004,EXC001,2026-04-03T05:12:45,2026-04-03T06:26:21,excavation,active,heavy,143.7,5,good,ripper,3905.0,87.5,49,sand,79.3,0.142,9.0,paved,low,3.81,0.0,30.7,30.7,1069.0,low,night,0.0,24663.8,0.1293,0.9263,1,73.6,23.15,9.87,49,synthetic,True,0.85
S001473,T00579,OP1002,EXC003,2026-04-03T06:10:26,2026-04-03T08:12:40,trenching,active,light,185.3,1,poor,ripper,4055.0,34.5,97,mixed,35.7,0.409,11.8,wet,high,0.16,0.0,18.0,18.0,301.0,medium,day,10.0,16991.3,0.1034,0.3376,0,122.22,13.74,12.97,97,synthetic,True,0.85
S001474,T00642,OP1025,EXC005,2026-04-03T07:58:10,2026-04-03T10:17:34,trenching,active,medium,77.7,4,poor,hammer,4290.0,71.2,139,rock,18.0,0.794,14.9,soft,medium,2.23,0.0,32.5,32.5,3175.0,low,day,118.0,14410.9,0.1143,0.6401,0,139.4,34.97,15.06,139,synthetic,True,0.85
S001475,T01264,OP1006,EXC001,2026-04-03T09:18:32,2026-04-03T10:09:43,loading,active,light,21.4,4,good,grapple,3905.0,29.7,44,rock,28.3,0.906,14.1,rocky,high,0.88,0.0,31.0,31.0,369.0,medium,day,198.0,23640.4,0.1629,0.3084,0,51.19,6.24,9.78,44,synthetic,True,0.85
S001476,T01051,OP1016,EXC006,2026-04-03T11:14:04,2026-04-03T12:34:55,hauling,setup,heavy,23.7,2,poor,hammer,3970.0,85.2,105,rock,42.1,0.735,1.4,paved,high,2.4,0.0,34.7,34.7,3187.0,low,day,314.0,22391.1,0.2663,0.7908,2,80.86,29.55,21.05,105,synthetic,True,0.85
S001477,T00171,OP1023,EXC002,2026-04-03T12:49:21,2026-04-03T13:49:44,loading,active,light,41.7,4,fair,grapple,3950.0,36.8,42,rock,18.0,0.794,14.9,soft,medium,2.13,0.0,17.9,17.9,2652.0,low,day,409.0,3461.1,0.1228,0.2929,1,60.39,7.34,7.92,42,synthetic,True,0.85
S001478,T00783,OP1019,EXC010,2026-04-03T13:53:10,2026-04-03T14:38:07,excavation,active,medium,199.0,3,good,blade,5000.0,72.2,47,rock,16.5,0.88,2.4,soft,medium,1.06,0.0,31.9,31.9,3830.0,low,day,473.0,33841.8,0.2005,0.5626,2,44.95,8.88,8.36,47,synthetic,True,0.85
S001479,T00318,OP1020,EXC008,2026-04-03T15:14:49,2026-04-03T16:01:02,loading,active,medium,83.8,3,good,ripper,4805.0,62.4,49,gravel,64.1,0.575,8.6,soft,medium,3.75,0.0,25.9,25.9,316.0,medium,day,554.0,22600.4,0.1185,0.5619,1,46.23,8.11,4.94,49,synthetic,True,0.85
S001480,T00984,OP1007,EXC008,2026-04-03T17:06:14,2026-04-03T17:53:18,loading,active,heavy,73.6,4,good,grapple,4805.0,77.5,33,sand,79.3,0.142,9.0,paved,low,1.22,0.0,38.4,38.4,1743.0,low,day,666.0,21002.1,0.1387,0.8216,1,47.06,9.39,6.34,33,synthetic,True,0.85
S001481,T00206,OP1016,EXC001,2026-04-03T18:52:22,2026-04-03T19:40:30,loading,wrap_up,medium,67.8,5,good,blade,3905.0,68.7,63,gravel,44.4,0.382,3.3,soft,high,2.16,0.09,32.3,34.3,3453.0,low,day,772.0,22516.4,0.3064,0.5905,0,48.12,7.71,14.6,63,synthetic,True,0.85
S001482,T00558,OP1023,EXC009,2026-04-03T19:31:47,2026-04-03T20:17:10,loading,active,light,27.6,4,good,grapple,4810.0,34.6,31,rock,16.5,0.88,2.4,soft,medium,1.52,2.83,39.5,41.5,272.0,medium,night,811.0,3495.0,0.1724,0.3834,2,45.4,3.56,6.61,31,synthetic,True,0.85
S001483,T00306,OP1022,EXC009,2026-04-03T21:54:11,2026-04-03T23:36:41,stockpiling,active,heavy,31.8,2,good,grapple,4810.0,86.2,66,gravel,64.1,0.575,8.6,soft,medium,3.78,0.0,15.3,15.3,4162.0,low,night,954.0,3799.9,0.2042,0.8694,1,102.49,29.16,21.11,66,synthetic,True,0.85
S001484,T00003,OP1015,EXC002,2026-04-03T22:56:38,2026-04-04T01:14:58,excavation,active,heavy,267.2,3,fair,hammer,3950.0,78.8,92,rock,18.0,0.794,14.9,soft,medium,4.27,0.0,22.6,22.6,4376.0,low,night,1016.0,19768.2,0.1179,0.8031,2,138.33,60.79,16.92,92,synthetic,True,0.85
S001485,T00320,OP1027,EXC002,2026-04-04T00:03:08,2026-04-04T00:55:21,loading,setup,light,99.8,3,fair,ripper,3950.0,38.9,29,gravel,44.4,0.382,3.3,soft,high,4.43,0.0,20.9,20.9,1032.0,low,night,0.0,6571.3,0.3778,0.2906,2,52.23,10.15,18.78,29,synthetic,True,0.85
S001486,T00276,OP1003,EXC002,2026-04-04T02:14:50,2026-04-04T03:01:08,grading,active,light,880.3,4,fair,ripper,3950.0,41.3,60,mixed,71.5,0.761,10.1,rocky,low,0.12,0.0,35.1,35.1,3915.0,low,night,0.0,17847.8,0.0491,0.3223,2,46.3,9.21,2.02,60,synthetic,True,0.85
S001487,T00078,OP1006,EXC005,2026-04-04T03:16:36,2026-04-04T04:12:53,loading,wrap_up,medium,39.6,5,poor,hammer,4290.0,67.1,47,gravel,64.1,0.575,8.6,soft,medium,2.88,0.0,20.3,20.3,4337.0,low,night,0.0,23643.1,0.1664,0.5676,2,56.28,13.32,9.41,47,synthetic,True,0.85
S001488,T00272,OP1015,EXC001,2026-04-04T05:22:54,2026-04-04T05:58:27,grading,active,light,799.2,1,good,hammer,3905.0,40.1,23,mixed,71.5,0.761,10.1,rocky,low,1.59,0.08,29.0,31.0,1083.0,low,night,0.0,19630.2,0.07,0.2304,2,35.56,5.43,2.54,23,synthetic,True,0.85
S001489,T00302,OP1015,EXC003,2026-04-04T06:23:37,2026-04-04T07:07:06,hauling,active,medium,11.9,2,poor,hammer,4055.0,60.5,27,mixed,71.5,0.761,10.1,rocky,low,0.52,0.0,22.7,22.7,3876.0,low,day,23.0,19810.3,0.1162,0.5661,0,43.49,13.78,5.12,27,synthetic,True,0.85
S001490,T00922,OP1024,EXC007,2026-04-04T07:49:45,2026-04-04T08:44:12,hauling,active,medium,23.0,2,poor,grapple,3915.0,69.5,81,gravel,44.4,0.382,3.3,soft,high,3.52,1.13,27.1,29.1,833.0,low,day,109.0,23798.7,0.2276,0.6287,1,54.44,14.37,12.29,81,synthetic,True,0.85
S001491,T00701,OP1007,EXC006,2026-04-04T09:39:32,2026-04-04T11:06:26,excavation,active,medium,401.9,5,poor,grapple,3970.0,64.6,67,mixed,71.5,0.761,10.1,rocky,low,3.17,0.0,15.6,15.6,4402.0,low,day,219.0,21052.8,0.1847,0.6491,1,86.91,24.18,15.16,67,synthetic,True,0.85
S001492,T00956,OP1010,EXC007,2026-04-04T10:56:07,2026-04-04T12:03:10,stockpiling,wrap_up,medium,291.0,3,poor,hammer,3915.0,55.7,50,sand,79.3,0.142,9.0,paved,low,2.72,0.0,31.9,31.9,278.0,medium,day,296.0,23327.4,0.1275,0.6201,2,67.06,10.29,9.55,50,synthetic,True,0.85
S001493,T00300,OP1004,EXC005,2026-04-04T12:55:43,2026-04-04T15:26:32,excavation,wrap_up,heavy,415.6,3,poor,hammer,4290.0,86.1,103,rock,42.1,0.735,1.4,paved,high,1.33,0.0,38.2,38.2,731.0,low,day,415.0,24735.9,0.1649,0.7954,0,150.82,60.45,24.42,103,synthetic,True,0.85
S001494,T00730,OP1012,EXC008,2026-04-04T13:56:22,2026-04-04T14:52:26,grading,active,medium,153.4,4,good,bucket,4805.0,69.5,59,rock,16.5,0.88,2.4,soft,medium,3.61,0.0,25.4,25.4,625.0,low,day,476.0,18146.2,0.0704,0.6039,0,56.06,11.06,3.57,59,synthetic,True,0.85
S001495,T00085,OP1013,EXC010,2026-04-04T15:17:55,2026-04-04T16:30:20,excavation,active,medium,186.7,4,good,blade,5000.0,65.2,54,gravel,44.4,0.382,3.3,soft,high,0.22,0.0,27.7,27.7,1493.0,low,day,557.0,24421.8,0.288,0.6067,0,72.42,6.28,20.55,54,synthetic,True,0.85
S001496,T01494,OP1007,EXC005,2026-04-04T17:03:36,2026-04-04T18:15:58,excavation,active,light,309.6,4,poor,bucket,4290.0,35.8,53,mixed,71.5,0.761,10.1,rocky,low,4.64,0.0,32.4,32.4,339.0,medium,day,663.0,21001.5,0.1635,0.3474,1,72.37,15.19,12.1,53,synthetic,True,0.85
S001497,T00476,OP1017,EXC004,2026-04-04T18:00:45,2026-04-04T18:38:22,grading,active,medium,146.4,5,good,hammer,3790.0,71.1,29,sand,79.3,0.142,9.0,paved,low,2.13,0.0,34.6,34.6,3108.0,low,day,720.0,19157.1,0.1792,0.5393,0,37.62,4.19,6.25,29,synthetic,True,0.85
S001498,T00451,OP1016,EXC010,2026-04-04T19:53:32,2026-04-04T20:45:10,hauling,active,medium,18.6,2,good,hammer,5000.0,60.3,69,rock,18.0,0.794,14.9,soft,medium,3.31,0.0,31.3,31.3,669.0,low,night,833.0,22414.4,0.2066,0.6225,0,51.63,11.75,10.52,69,synthetic,True,0.85
S001499,T01383,OP1006,EXC006,2026-04-04T21:47:49,2026-04-05T00:19:38,trenching,wrap_up,medium,50.3,4,poor,blade,3970.0,64.8,130,rock,18.0,0.794,14.9,soft,medium,3.14,0.0,17.9,17.9,176.0,high,night,947.0,23772.8,0.1679,0.6446,2,151.83,38.41,24.11,130,synthetic,True,0.85
S001500,T00811,OP1027,EXC010,2026-04-04T23:02:05,2026-04-05T00:13:24,trenching,setup,light,92.2,3,good,blade,5000.0,36.7,44,mixed,71.5,0.761,10.1,rocky,low,1.81,0.0,33.9,33.9,2780.0,low,night,1022.0,6506.6,0.2296,0.3696,0,71.32,12.13,17.1,44,synthetic,True,0.85
S001501,T00966,OP1024,EXC004,2026-04-05T00:49:56,2026-04-05T01:45:10,grading,active,medium,686.8,3,good,ripper,3790.0,69.6,81,mixed,71.5,0.761,10.1,rocky,low,0.52,0.0,28.1,28.1,3959.0,low,night,0.0,23806.1,0.1916,0.545,1,55.23,10.06,10.73,81,synthetic,True,0.85
S001502,T00926,OP1005,EXC006,2026-04-05T01:58:32,2026-04-05T04:00:23,trenching,wrap_up,medium,112.6,3,poor,ripper,3970.0,53.1,98,gravel,44.4,0.382,3.3,soft,high,4.11,0.0,26.4,26.4,3895.0,low,night,0.0,28993.1,0.2264,0.5982,0,121.85,34.78,29.46,98,synthetic,True,0.85
S001503,T01281,OP1030,EXC010,2026-04-05T03:56:46,2026-04-05T04:39:03,loading,setup,medium,14.7,5,good,grapple,5000.0,59.2,30,mixed,71.5,0.761,10.1,rocky,low,0.18,0.13,25.9,27.9,391.0,medium,night,0.0,20773.3,0.2108,0.6142,1,42.29,7.42,9.22,30,synthetic,True,0.85
S001504,T00033,OP1019,EXC002,2026-04-05T04:48:12,2026-04-05T06:12:06,stockpiling,active,heavy,132.3,3,fair,hammer,3950.0,73.5,91,rock,42.1,0.735,1.4,paved,high,3.73,0.0,22.5,22.5,4538.0,low,night,0.0,33813.1,0.2432,0.8785,1,83.89,29.24,21.45,91,synthetic,True,0.85
S001505,T01181,OP1005,EXC008,2026-04-05T06:40:16,2026-04-05T07:53:54,excavation,active,medium,403.0,2,good,hammer,4805.0,59.1,56,rock,16.5,0.88,2.4,soft,medium,3.51,0.0,34.7,34.7,708.0,low,day,40.0,28821.8,0.1894,0.629,1,73.63,19.35,13.17,56,synthetic,True,0.85
S001506,T01011,OP1005,EXC003,2026-04-05T07:39:14,2026-04-05T10:11:26,excavation,active,medium,414.1,1,poor,grapple,4055.0,63.4,119,rock,28.3,0.906,14.1,rocky,high,3.87,0.0,38.2,38.2,436.0,medium,day,99.0,28813.3,0.2224,0.5479,2,152.2,62.96,34.55,119,synthetic,True,0.85
S001507,T00519,OP1005,EXC004,2026-04-05T09:26:33,2026-04-05T10:09:14,loading,active,heavy,32.5,2,good,ripper,3790.0,89.0,33,sand,79.3,0.142,9.0,paved,low,1.6,0.0,20.0,20.0,784.0,low,day,206.0,28968.3,0.1172,0.8712,1,42.68,11.08,5.28,33,synthetic,True,0.85
S001508,T00046,OP1020,EXC010,2026-04-05T11:07:10,2026-04-05T12:00:55,loading,wrap_up,heavy,76.7,1,good,hammer,5000.0,89.9,58,mixed,71.5,0.761,10.1,rocky,low,0.85,0.0,31.4,31.4,770.0,low,day,307.0,22626.8,0.0973,0.8853,2,53.75,11.59,5.41,58,synthetic,True,0.85
S001509,T00326,OP1005,EXC002,2026-04-05T12:22:13,2026-04-05T13:13:31,excavation,active,light,189.2,3,fair,grapple,3950.0,34.4,38,gravel,64.1,0.575,8.6,soft,medium,1.66,1.94,25.8,27.8,4699.0,low,day,382.0,28898.5,0.1848,0.3589,1,51.29,8.39,8.28,38,synthetic,True,0.85
S001510,T01339,OP1001,EXC009,2026-04-05T13:44:50,2026-04-05T14:22:43,grading,active,light,559.0,5,good,blade,4810.0,42.8,26,rock,16.5,0.88,2.4,soft,medium,2.31,0.0,29.4,29.4,1163.0,low,day,464.0,28293.0,0.147,0.3078,1,37.87,4.88,5.08,26,synthetic,True,0.85
S001511,T01154,OP1001,EXC004,2026-04-05T15:02:58,2026-04-05T15:32:14,hauling,active,light,11.9,4,good,blade,3790.0,34.2,19,rock,42.1,0.735,1.4,paved,high,2.33,0.0,15.9,15.9,524.0,low,day,542.0,28271.6,0.1475,0.3389,0,29.27,3.62,4.31,19,synthetic,True,0.85
S001512,T00205,OP1016,EXC010,2026-04-05T17:26:56,2026-04-05T18:33:07,hauling,active,heavy,27.4,3,good,grapple,5000.0,92.9,88,rock,21.9,0.872,11.3,wet,medium,3.45,0.0,19.1,19.1,4393.0,low,day,686.0,22383.2,0.2771,0.9945,2,66.19,20.28,16.82,88,synthetic,True,0.85
S001513,T00764,OP1029,EXC005,2026-04-05T18:00:53,2026-04-05T20:16:11,grading,active,medium,746.9,2,poor,ripper,4290.0,74.8,161,rock,28.3,0.906,14.1,rocky,high,1.7,0.0,17.4,17.4,511.0,low,day,720.0,28374.2,0.2321,0.5137,2,135.3,59.11,28.85,161,synthetic,True,0.85
S001514,T01111,OP1014,EXC005,2026-04-05T19:43:51,2026-04-05T20:49:53,excavation,active,light,115.8,2,poor,ripper,4290.0,49.6,70,gravel,64.1,0.575,8.6,soft,medium,3.78,0.0,16.5,16.5,2072.0,low,night,823.0,34454.3,0.0727,0.2951,0,66.04,9.37,4.5,70,synthetic,True,0.85
S001515,T01211,OP1028,EXC007,2026-04-05T21:19:45,2026-04-05T22:36:58,grading,active,light,374.4,4,poor,hammer,3915.0,36.9,53,mixed,35.7,0.409,11.8,wet,high,2.33,0.0,17.6,17.6,2162.0,low,night,919.0,17833.6,0.2033,0.2741,0,77.21,21.14,15.92,53,synthetic,True,0.85
S001516,T00886,OP1014,EXC008,2026-04-05T23:06:52,2026-04-06T00:14:14,stockpiling,active,medium,38.0,5,good,grapple,4805.0,70.3,72,rock,16.5,0.88,2.4,soft,medium,3.56,0.17,28.3,30.3,142.0,high,night,1026.0,34564.9,0.0273,0.6426,0,67.38,7.36,2.61,72,synthetic,True,0.85
S001517,T00990,OP1009,EXC007,2026-04-06T00:13:50,2026-04-06T01:32:44,excavation,active,medium,124.4,1,poor,ripper,3915.0,67.1,98,mixed,71.5,0.761,10.1,rocky,low,2.46,0.0,37.5,37.5,1538.0,low,night,0.0,26442.9,0.1118,0.5417,2,78.9,13.87,8.03,98,synthetic,True,0.85
S001518,T00079,OP1006,EXC010,2026-04-06T01:52:28,2026-04-06T03:28:38,trenching,active,medium,37.0,2,good,hammer,5000.0,58.7,80,rock,21.9,0.872,11.3,wet,medium,3.64,0.0,35.7,35.7,2277.0,low,night,0.0,23616.9,0.1502,0.631,0,96.16,17.43,13.57,80,synthetic,True,0.85
S001519,T00176,OP1026,EXC009,2026-04-06T03:04:58,2026-04-06T03:52:53,stockpiling,active,medium,142.4,2,good,blade,4810.0,58.5,51,mixed,71.5,0.761,10.1,rocky,low,4.5,0.0,24.0,24.0,1336.0,low,night,0.0,19993.7,0.1321,0.5748,2,47.92,12.4,6.06,51,synthetic,True,0.85
S001520,T01168,OP1030,EXC009,2026-04-06T05:26:50,2026-04-06T06:08:08,loading,active,medium,83.8,2,good,bucket,4810.0,56.1,30,gravel,44.4,0.382,3.3,soft,high,2.01,0.0,31.7,31.7,2296.0,low,night,0.0,20788.9,0.2985,0.6388,2,41.3,7.4,12.55,30,synthetic,True,0.85
S001521,T00301,OP1001,EXC007,2026-04-06T06:41:49,2026-04-06T07:37:11,grading,active,light,369.6,4,poor,hammer,3915.0,36.1,38,gravel,64.1,0.575,8.6,soft,medium,3.14,0.0,18.1,18.1,540.0,low,day,41.0,28421.0,0.1071,0.3092,2,55.36,11.53,5.52,38,synthetic,True,0.85
S001522,T01117,OP1017,EXC006,2026-04-06T08:09:38,2026-04-06T10:13:15,excavation,active,medium,415.4,5,poor,hammer,3970.0,71.7,100,rock,21.9,0.872,11.3,wet,medium,3.12,0.78,32.1,34.1,2800.0,low,day,129.0,19231.1,0.1817,0.5854,1,123.61,28.55,22.71,100,synthetic,True,0.85
S001523,T00983,OP1025,EXC009,2026-04-06T09:04:11,2026-04-06T10:44:31,stockpiling,active,medium,50.3,1,good,hammer,4810.0,64.4,98,rock,28.3,0.906,14.1,rocky,high,2.55,0.0,27.0,27.0,4650.0,low,day,184.0,14582.7,0.1681,0.5446,0,100.33,18.15,15.13,98,synthetic,True,0.85
S001524,T00125,OP1030,EXC009,2026-04-06T11:20:33,2026-04-06T12:33:03,stockpiling,active,heavy,231.4,4,good,blade,4810.0,83.1,47,gravel,44.4,0.382,3.3,soft,high,1.16,0.0,16.5,16.5,1331.0,low,day,320.0,20814.2,0.324,0.7428,2,72.5,15.56,23.19,47,synthetic,True,0.85
S001525,T01099,OP1027,EXC002,2026-04-06T12:01:55,2026-04-06T15:15:10,trenching,wrap_up,medium,102.0,1,fair,blade,3950.0,71.9,117,rock,18.0,0.794,14.9,soft,medium,4.25,0.0,24.8,24.8,407.0,medium,day,361.0,6634.6,0.3106,0.6822,0,193.25,57.69,57.77,117,synthetic,True,0.85
S001526,T00088,OP1009,EXC001,2026-04-06T13:30:08,2026-04-06T13:55:21,hauling,active,light,29.1,3,good,ripper,3905.0,41.7,33,mixed,71.5,0.761,10.1,rocky,low,4.8,2.68,29.7,31.7,486.0,medium,day,450.0,26367.8,0.1212,0.3302,1,25.22,2.23,3.05,33,synthetic,True,0.85
S001527,T01286,OP1010,EXC009,2026-04-06T15:06:28,2026-04-06T15:50:09,loading,active,light,67.8,1,good,bucket,4810.0,33.0,33,rock,18.0,0.794,14.9,soft,medium,4.21,0.0,36.4,36.4,712.0,low,day,546.0,23313.4,0.1071,0.3017,1,43.69,4.49,5.16,33,synthetic,True,0.85
S001528,T01230,OP1015,EXC005,2026-04-06T17:08:52,2026-04-06T18:57:32,grading,active,heavy,945.8,4,poor,hammer,4290.0,87.3,72,mixed,71.5,0.761,10.1,rocky,low,3.5,0.0,31.5,31.5,3200.0,low,day,668.0,19744.3,0.0782,0.8454,1,108.66,55.02,9.2,72,synthetic,True,0.85
S001529,T00767,OP1017,EXC006,2026-04-06T18:50:50,2026-04-06T20:03:55,excavation,active,medium,57.8,3,poor,bucket,3970.0,63.5,60,sand,79.3,0.142,9.0,paved,low,2.98,0.38,26.9,28.9,2493.0,low,day,770.0,19261.9,0.1664,0.6154,2,73.09,13.87,12.61,60,synthetic,True,0.85
S001530,T00652,OP1020,EXC003,2026-04-06T20:00:40,2026-04-06T21:59:59,grading,active,heavy,528.2,3,poor,ripper,4055.0,84.9,124,gravel,44.4,0.382,3.3,soft,high,2.02,0.0,20.7,20.7,851.0,low,night,840.0,22587.3,0.2007,0.8376,2,119.31,37.02,21.42,124,synthetic,True,0.85
S001531,T01030,OP1008,EXC006,2026-04-06T21:54:28,2026-04-06T23:00:26,trenching,active,light,142.7,3,poor,ripper,3970.0,33.9,71,rock,16.5,0.88,2.4,soft,medium,0.21,0.0,19.6,19.6,2061.0,low,night,954.0,25697.9,0.0784,0.3242,2,65.96,7.75,4.86,71,synthetic,True,0.85
S001532,T01238,OP1003,EXC002,2026-04-06T23:24:09,2026-04-07T00:55:45,excavation,active,medium,495.3,2,fair,hammer,3950.0,60.6,120,gravel,44.4,0.382,3.3,soft,high,4.63,0.0,21.5,21.5,1749.0,low,night,1044.0,17982.9,0.052,0.6449,1,91.59,21.84,5.43,120,synthetic,True,0.85
S001533,T01307,OP1004,EXC007,2026-04-07T00:03:06,2026-04-07T01:51:38,excavation,active,medium,100.6,3,poor,bucket,3915.0,67.0,74,rock,21.9,0.872,11.3,wet,medium,0.43,0.0,26.7,26.7,3840.0,low,night,0.0,24714.5,0.1343,0.5926,1,108.53,37.89,14.93,74,synthetic,True,0.85
S001534,T00831,OP1008,EXC004,2026-04-07T02:18:46,2026-04-07T03:30:16,excavation,active,medium,176.1,2,good,grapple,3790.0,74.4,78,gravel,44.4,0.382,3.3,soft,high,0.19,0.0,18.5,18.5,795.0,low,night,0.0,25657.1,0.1661,0.5992,1,71.49,8.8,12.59,78,synthetic,True,0.85
S001535,T00449,OP1012,EXC003,2026-04-07T03:56:52,2026-04-07T04:41:42,loading,active,medium,26.1,4,poor,ripper,4055.0,69.2,44,sand,79.3,0.142,9.0,paved,low,3.96,0.0,17.8,17.8,1439.0,low,night,0.0,18099.1,0.1039,0.6191,0,44.84,11.92,4.16,44,synthetic,True,0.85
S001536,T01331,OP1007,EXC010,2026-04-07T05:26:00,2026-04-07T05:48:57,hauling,active,light,23.3,1,good,hammer,5000.0,34.0,15,gravel,64.1,0.575,8.6,soft,medium,3.55,0.0,32.9,32.9,938.0,low,night,0.0,20881.7,0.2292,0.2275,1,22.95,3.3,4.63,15,synthetic,True,0.85
S001537,T00756,OP1003,EXC005,2026-04-07T06:18:18,2026-04-07T07:55:46,excavation,active,medium,473.9,4,poor,blade,4290.0,63.7,129,gravel,64.1,0.575,8.6,soft,medium,1.48,0.0,31.9,31.9,1717.0,low,day,18.0,17910.9,0.0369,0.5641,0,97.46,28.84,2.89,129,synthetic,True,0.85
S001538,T01367,OP1026,EXC005,2026-04-07T08:03:49,2026-04-07T09:33:49,grading,active,medium,391.7,1,poor,bucket,4290.0,62.1,102,rock,42.1,0.735,1.4,paved,high,1.78,0.0,21.2,21.2,4427.0,low,day,123.0,20132.8,0.2484,0.645,1,90.0,23.52,22.15,102,synthetic,True,0.85
S001539,T00810,OP1013,EXC008,2026-04-07T09:46:09,2026-04-07T10:57:35,stockpiling,active,medium,144.1,5,good,ripper,4805.0,61.7,52,rock,28.3,0.906,14.1,rocky,high,4.64,0.0,16.8,16.8,2263.0,low,day,226.0,24310.1,0.2567,0.6186,1,71.44,13.13,19.16,52,synthetic,True,0.85
S001540,T00301,OP1026,EXC007,2026-04-07T10:52:51,2026-04-07T11:49:48,grading,active,light,369.6,4,poor,blade,3915.0,42.9,62,gravel,64.1,0.575,8.6,soft,medium,3.14,0.0,18.7,18.7,2238.0,low,day,292.0,20164.4,0.2224,0.2812,1,56.95,13.5,12.32,62,synthetic,True,0.85
S001541,T00039,OP1005,EXC010,2026-04-07T12:28:41,2026-04-07T13:34:43,hauling,wrap_up,heavy,47.9,3,good,ripper,5000.0,82.5,50,mixed,35.7,0.409,11.8,wet,high,0.78,0.0,22.9,22.9,498.0,medium,day,388.0,28948.1,0.2366,0.8803,1,66.02,21.86,15.31,50,synthetic,True,0.85
S001542,T01390,OP1004,EXC006,2026-04-07T13:43:29,2026-04-07T15:15:24,grading,active,medium,970.1,4,poor,bucket,3970.0,68.1,63,rock,18.0,0.794,14.9,soft,medium,4.21,0.0,39.8,39.8,738.0,low,day,463.0,24753.1,0.1243,0.4484,2,91.91,39.41,11.13,63,synthetic,True,0.85
S001543,T00306,OP1011,EXC003,2026-04-07T15:36:36,2026-04-07T17:29:05,stockpiling,active,heavy,31.8,2,poor,ripper,4055.0,78.7,144,gravel,64.1,0.575,8.6,soft,medium,3.78,0.0,18.3,18.3,878.0,low,day,576.0,33643.5,0.1353,0.8547,0,112.48,42.15,13.97,144,synthetic,True,0.85
S001544,T00609,OP1029,EXC010,2026-04-07T17:12:59,2026-04-07T17:53:49,hauling,active,medium,47.4,2,good,grapple,5000.0,68.0,50,rock,21.9,0.872,11.3,wet,medium,2.41,0.0,38.7,38.7,1356.0,low,day,672.0,28291.2,0.1691,0.5848,1,40.84,11.51,7.42,50,synthetic,True,0.85
S001545,T00442,OP1018,EXC010,2026-04-07T18:43:36,2026-04-07T19:23:58,stockpiling,wrap_up,light,281.7,3,good,bucket,5000.0,45.4,21,mixed,71.5,0.761,10.1,rocky,low,2.57,0.0,25.7,25.7,169.0,high,day,763.0,18675.3,0.1812,0.2878,1,40.37,4.85,6.84,21,synthetic,True,0.85
S001546,T00496,OP1001,EXC010,2026-04-07T19:34:29,2026-04-07T21:58:00,stockpiling,active,heavy,133.1,5,good,hammer,5000.0,80.6,100,rock,28.3,0.906,14.1,rocky,high,2.93,1.32,38.0,40.0,3644.0,low,night,814.0,28355.6,0.1499,0.8751,2,143.51,53.84,23.24,100,synthetic,True,0.85
S001547,T01279,OP1011,EXC003,2026-04-07T21:28:29,2026-04-08T00:26:48,trenching,wrap_up,heavy,62.1,5,poor,grapple,4055.0,79.9,231,gravel,64.1,0.575,8.6,soft,medium,1.97,0.0,30.8,30.8,3132.0,low,night,928.0,33650.5,0.1396,0.9039,1,178.31,57.93,24.64,231,synthetic,True,0.85
S001548,T00914,OP1020,EXC003,2026-04-07T23:29:56,2026-04-08T04:08:02,trenching,wrap_up,heavy,31.6,4,poor,grapple,4055.0,83.7,292,rock,28.3,0.906,14.1,rocky,high,4.62,0.0,24.0,24.0,4354.0,low,night,1049.0,22637.0,0.1809,0.8581,0,278.09,125.58,52.75,292,synthetic,True,0.85
S001549,T00469,OP1001,EXC004,2026-04-08T00:28:11,2026-04-08T01:24:58,excavation,active,medium,277.9,4,good,hammer,3790.0,57.1,38,rock,42.1,0.735,1.4,paved,high,3.04,0.0,32.0,32.0,2764.0,low,night,0.0,28302.9,0.1407,0.6087,0,56.78,11.32,8.03,38,synthetic,True,0.85
S001550,T00830,OP1029,EXC010,2026-04-08T02:01:18,2026-04-08T03:07:55,grading,active,medium,570.2,4,good,ripper,5000.0,58.6,80,mixed,71.5,0.761,10.1,rocky,low,2.3,4.99,22.9,24.9,2142.0,low,night,0.0,28401.1,0.1497,0.6357,0,66.61,18.37,10.2,80,synthetic,True,0.85
S001551,T00358,OP1005,EXC010,2026-04-08T03:15:10,2026-04-08T04:39:00,excavation,wrap_up,heavy,97.7,1,good,blade,5000.0,89.3,64,mixed,71.5,0.761,10.1,rocky,low,1.65,0.0,18.7,18.7,2035.0,low,night,0.0,28895.2,0.1557,0.8099,1,83.83,28.49,11.54,64,synthetic,True,0.85
S001552,T00436,OP1009,EXC009,2026-04-08T05:07:24,2026-04-08T06:21:27,trenching,wrap_up,medium,81.6,4,good,bucket,4810.0,72.5,95,gravel,44.4,0.382,3.3,soft,high,0.76,0.19,15.0,17.0,816.0,low,night,0.0,26371.6,0.2152,0.5899,1,74.04,6.7,15.31,95,synthetic,True,0.85
